url,gt_label,pred_label,correct,tox_toxicity,tox_severe_toxicity,tox_obscene,tox_insult,tox_identity_attack,tox_threat,tox_final_flag,adult_prob,adult_flag,is_adult_toxic,is_adult_toxic_fn,attack_prob,attack_flag,has_mentions,mention_count,has_quote,is_reply
https://bsky.app/profile/shellyamber.bsky.social/post/3lr3bebklac2n,targeted,targeted,1,0.9894773364067078,0.08346692472696304,0.8980593681335449,0.006262636743485928,0.9054622650146484,0.0929298922419548,1,0.7719721794128418,1,1,1,0.9980358481407166,1,0,0,1,0
https://bsky.app/profile/gadi2346.bsky.social/post/3m4gqdy6kpc2v,targeted,targeted,1,0.9340302348136902,0.013392874039709568,0.783332109451294,0.0009159173932857811,0.3187005817890167,0.003063300158828497,1,0.013625474646687508,0,1,1,0.8824996948242188,1,0,0,1,0
https://bsky.app/profile/lynskoang.bsky.social/post/3m4fwphv5fc24,profanity,neutral,0,0.0007013528374955058,0.00011319259647279978,0.00017553438374307007,0.00010868756362469867,0.00017338848556391895,0.00014203746104612947,0,0.02986699901521206,0,0,0,0.0,0,0,0,1,0
https://bsky.app/profile/lexbang.bsky.social/post/3lfxayzb4uc2c,profanity,profanity,1,0.9810675382614136,0.049624186009168625,0.9046630263328552,0.003711200086399913,0.32711854577064514,0.010847031138837337,1,0.9983286261558533,1,1,1,0.0066925594583153725,0,1,1,0,0
https://bsky.app/profile/gvent.bsky.social/post/3m4gnyrm3qk2f,targeted,neutral,0,0.6216222047805786,0.0007003138889558613,0.013465684838593006,0.001980795757845044,0.04268697276711464,0.0062387664802372456,0,0.09170481562614441,0,0,0,0.0,0,0,0,0,1
https://bsky.app/profile/lexbang.bsky.social/post/3lkr25y6w322h,profanity,profanity,1,0.9982398748397827,0.3329795002937317,0.9895551204681396,0.005613516550511122,0.8848246335983276,0.021811706945300102,1,0.9981389045715332,1,1,1,0.006528406869620085,0,1,1,0,0
https://bsky.app/profile/sloanelysbeth.bsky.social/post/3m3zjkqofoc2o,targeted,targeted,1,0.8417301177978516,0.0069902874529361725,0.27852559089660645,0.0018473142990842462,0.5949512720108032,0.03336188197135925,1,0.0655762106180191,0,1,1,0.9967960715293884,1,0,0,1,0
https://bsky.app/profile/hotdiggitydr.bsky.social/post/3m2spvc3pqk2m,targeted,targeted,1,0.9968589544296265,0.26536718010902405,0.9888251423835754,0.003134658560156822,0.7458012700080872,0.006521179806441069,1,0.6384191513061523,1,1,1,0.998075008392334,1,0,0,1,0
https://bsky.app/profile/theskagooner.bsky.social/post/3m3wzhboqbk2g,targeted,targeted,1,0.8378353714942932,0.0040691327303647995,0.23974262177944183,0.0006010414217598736,0.6399831771850586,0.007245505228638649,1,0.19046947360038757,0,1,1,0.9980389475822449,1,0,0,1,0
https://bsky.app/profile/tiana-atr.bsky.social/post/3m4cailt4vc23,neutral,profanity,0,0.0016802072059363127,8.896632789401338e-05,0.0002116154064424336,0.0001071354272426106,0.00023434821923729032,0.00014391844160854816,0,0.6255512237548828,1,1,1,0.0064025684259831905,0,0,0,1,1
https://bsky.app/profile/marvls1.bsky.social/post/3m3n4jtz6ac2g,targeted,targeted,1,0.9666941165924072,0.055601611733436584,0.7922492027282715,0.004813316743820906,0.8347394466400146,0.23881693184375763,1,0.6872801184654236,1,1,1,0.9981188178062439,1,0,0,0,1
https://bsky.app/profile/ayitsgreyj.bsky.social/post/3m47vbmandk2z,profanity,profanity,1,0.9968791007995605,0.20483772456645966,0.9783204793930054,0.003958908841013908,0.846470057964325,0.09298358112573624,1,0.9985526204109192,1,1,1,0.03808489814400673,0,1,1,1,0
https://bsky.app/profile/m0urn-the-weenie.bsky.social/post/3m4fwed3yr224,targeted,neutral,0,0.12426614761352539,0.0005081671988591552,0.012730353511869907,0.0017060741083696485,0.0031313940417021513,0.0016619127709418535,0,0.4570460021495819,0,0,0,0.0,0,0,0,1,0
https://bsky.app/profile/cattlecrafts.bsky.social/post/3m4g6pd5ka22j,profanity,profanity,1,0.8649747371673584,0.005537708289921284,0.5152660608291626,0.001321376534178853,0.09618527442216873,0.0023410243447870016,1,0.8067662119865417,1,1,1,0.0077149407006800175,0,0,0,1,0
https://bsky.app/profile/eindrifteraston.bsky.social/post/3m4du73ckuk2q,targeted,targeted,1,0.9953349232673645,0.1558809131383896,0.9757153987884521,0.0038085284177213907,0.5859717130661011,0.0034001150634139776,1,0.08007604628801346,0,1,1,0.9910690784454346,1,0,0,0,1
https://bsky.app/profile/xenofawn.bsky.social/post/3m4c4b3czs22e,targeted,targeted,1,0.9807752370834351,0.06166369840502739,0.9216622710227966,0.00463454844430089,0.8814914226531982,0.018994063138961792,1,0.025347044691443443,0,1,1,0.9981266856193542,1,0,0,1,0
https://bsky.app/profile/shy-magpie.bsky.social/post/3ltpsoo2ex22y,profanity,neutral,0,0.05319346487522125,0.00015003026055637747,0.0016899871407076716,0.00021288631251081824,0.0020656383130699396,0.0005827186396345496,0,0.36101076006889343,0,0,0,0.0,0,0,0,1,0
